company,battalion,m4_qual_category,m4_score,BrigadeName,grade_unmapped,fms_grade_type,primary_specialty_code,billet_specialty,designation_of_duties_performed,asi_and_sqi,time_in_active_service_years,age_bracket,sex,height,weight,height_weight_pass,body_fat_percent,aft_pass,aft_score_total,aft_score_plank,aft_score_push_up,aft_score_sprint_drag_carry,aft_score_2mi_run,aft_score_alt_aerobic,aft_raw_plank,aft_raw_plank_seconds,aft_raw_deadlift,aft_deadlift_score,aft_raw_push_up,aft_raw_sprint_drag_carry,aft_raw_2mi_run,aft_raw_sprint_drag_carry_seconds,aft_raw_2mi_run_seconds,aft_raw_alt_aerobic
HHC,1st Battalion,Sharpshooter,31,173rd Airborne Brigade,E2,Enlisted,25B,25B,Platoon Sergeant,,23.8,41+,M,70,176,TRUE,9.7,TRUE,380,90,80,60,70,NA,3:17,197,272,80,42,2:32,17:02,152.5,1022,NA
B,2nd Battalion,Sharpshooter,29,173rd Airborne Brigade,E3,Enlisted,11C,11C,Supply Specialist,,14.2,31-35,M,71,219,TRUE,17.5,TRUE,405,90,70,80,80,NA,3:02,182,298,85,39,2:04,15:17,123.9,917,NA
A,2nd Battalion,Unqualified,8,173rd Airborne Brigade,E4,Enlisted,11C,11C,Rifleman,R,7.9,26-30,M,71,211,TRUE,10.9,TRUE,380,70,90,60,80,NA,2:23,143,272,80,55,2:49,14:13,169.3,853,NA
HHC,2nd Battalion,Sharpshooter,32,173rd Airborne Brigade,E6,Enlisted,31B,31B,Squad Leader,B4,10.2,31-35,M,75,174,TRUE,16,FALSE,345,60,60,80,80,75,1:55,115,214,65,22,2:03,14:07,123.3,847,24:30
C,1st Battalion,Sharpshooter,26,173rd Airborne Brigade,E2,Enlisted,88M,88M,Squad Leader,,23.8,41+,M,70,162,TRUE,20.1,TRUE,395,90,70,70,70,NA,3:28,208,326,95,37,2:14,17:36,134.2,1056,NA
B,1st Battalion,Marksman,27,173rd Airborne Brigade,E4,Enlisted,13B,13B,Rifleman,B4,14.8,31-35,M,71,174,TRUE,5,TRUE,420,70,100,80,80,NA,2:05,125,319,90,64,1:56,15:41,115.5,941,NA
D,3rd Battalion,Marksman,25,173rd Airborne Brigade,E4,Enlisted,19D,19D,Medic,,20,41+,M,70,186,FALSE,26.4,TRUE,380,70,80,60,80,NA,2:22,142,312,90,47,2:40,14:37,160.1,877,NA
D,2nd Battalion,Sharpshooter,33,173rd Airborne Brigade,E5,Enlisted,31B,31B,Driver,,0.3,18-21,M,68,185,TRUE,19.7,FALSE,335,60,80,70,60,NA,1:58,118,201,65,42,2:25,18:33,144.9,1113,NA
B,1st Battalion,Sharpshooter,32,173rd Airborne Brigade,E4,Enlisted,11C,11C,Driver,P,14.9,31-35,M,72,173,TRUE,16.8,FALSE,354,90,54,60,80,NA,3:20,200,225,70,18,2:45,14:43,165.4,883,NA
D,1st Battalion,Unqualified,12,173rd Airborne Brigade,E3,Enlisted,19D,19D,Admin,,6,26-30,F,67,112,TRUE,24.8,TRUE,380,70,90,60,90,NA,2:12,132,220,70,55,2:57,13:54,176.9,834,NA
B,3rd Battalion,Expert,34,173rd Airborne Brigade,E6,Enlisted,68W,68W,Gunner,,13.8,31-35,M,71,210,TRUE,24.4,TRUE,375,90,80,60,80,NA,3:17,197,207,65,48,2:34,14:42,154.5,882,NA
C,2nd Battalion,Expert,34,173rd Airborne Brigade,E6,Enlisted,13B,13B,Driver,B4,5.8,26-30,F,63,103,TRUE,19.2,FALSE,355,70,90,60,70,NA,2:10,130,201,65,59,2:45,16:21,165.1,981,NA
D,1st Battalion,Sharpshooter,32,173rd Airborne Brigade,E4,Enlisted,42A,42A,Driver,,21.5,41+,M,72,148,TRUE,8.5,TRUE,365,80,80,60,80,NA,2:54,174,216,65,45,2:31,14:43,150.8,883,NA
HHC,3rd Battalion,Marksman,24,173rd Airborne Brigade,E5,Enlisted,11B,11B,Medic,,12.9,31-35,M,67,152,FALSE,27.2,TRUE,370,90,80,70,60,NA,3:13,193,224,70,44,2:30,18:17,149.9,1097,NA
B,2nd Battalion,Sharpshooter,31,173rd Airborne Brigade,E5,Enlisted,68W,68W,Gunner,V,18.6,36-40,M,70,198,TRUE,20.7,TRUE,375,80,70,60,70,NA,2:37,157,321,95,31,2:35,16:29,154.8,989,NA
D,3rd Battalion,Expert,34,173rd Airborne Brigade,E5,Enlisted,25B,25B,Supply Specialist,P,19,36-40,M,70,192,TRUE,20.2,FALSE,330,60,70,70,60,NA,1:42,102,223,70,30,2:11,19:36,130.8,1176,NA
HHC,1st Battalion,Sharpshooter,32,173rd Airborne Brigade,E5,Enlisted,31B,31B,Rifleman,P,19.9,36-40,M,75,194,TRUE,21.2,TRUE,375,70,60,80,90,NA,2:23,143,242,75,29,2:10,13:48,129.8,828,NA
B,3rd Battalion,Sharpshooter,33,173rd Airborne Brigade,E3,Enlisted,11B,11B,Platoon Sergeant,C8,1.9,18-21,M,66,189,TRUE,19.6,TRUE,390,90,80,70,90,NA,3:12,192,198,60,43,2:17,13:47,137.1,827,NA
HHC,3rd Battalion,Expert,37,173rd Airborne Brigade,E4,Enlisted,11C,11C,Supply Specialist,,21.9,41+,M,67,171,TRUE,16.9,FALSE,296,60,70,60,46,NA,1:41,101,199,60,30,2:50,21:12,169.7,1272,NA
B,2nd Battalion,Marksman,27,173rd Airborne Brigade,O3,Officer,13B,13B,Platoon Sergeant,B4,8,26-30,M,72,146,TRUE,20.3,TRUE,385,80,100,60,80,NA,2:32,152,219,65,61,2:44,14:28,163.7,868,NA
D,2nd Battalion,Marksman,24,173rd Airborne Brigade,E6,Enlisted,25B,25B,Admin,,21.6,41+,M,72,160,TRUE,19,FALSE,355,60,70,70,80,NA,1:51,111,246,75,38,2:30,15:37,150,937,NA
HHC,3rd Battalion,Sharpshooter,33,173rd Airborne Brigade,E5,Enlisted,35F,35F,Team Leader,,5.7,26-30,M,73,198,TRUE,21.3,TRUE,405,70,100,60,90,NA,2:29,149,287,85,68,2:42,13:14,161.5,794,NA
HHC,1st Battalion,Expert,36,173rd Airborne Brigade,E6,Enlisted,11C,11C,Team Leader,,14.6,31-35,M,73,202,TRUE,11.2,TRUE,365,70,80,60,70,NA,2:19,139,285,85,49,2:49,17:10,169.2,1030,NA
A,3rd Battalion,Expert,34,173rd Airborne Brigade,E5,Enlisted,31B,31B,Rifleman,,12.9,31-35,F,64,143,TRUE,35,FALSE,349,70,70,70,80,NA,2:20,140,177,59,39,2:11,15:07,130.8,907,NA
D,3rd Battalion,Expert,31,173rd Airborne Brigade,E7,Enlisted,19D,19D,Medic,C8,0.8,18-21,M,68,194,TRUE,8.1,TRUE,365,70,80,70,80,NA,2:08,128,206,65,45,2:24,15:25,143.6,925,NA
B,3rd Battalion,Sharpshooter,30,173rd Airborne Brigade,E5,Enlisted,25U,25U,Squad Leader,,12.7,31-35,F,65,100,TRUE,32,TRUE,360,70,80,70,80,NA,2:22,142,186,60,42,2:25,15:00,144.6,900,NA
HHC,2nd Battalion,Sharpshooter,30,173rd Airborne Brigade,E9,Enlisted,19D,19D,Medic,V,10.1,31-35,M,69,165,TRUE,10.3,TRUE,390,80,100,60,80,NA,2:35,155,229,70,62,2:30,15:34,150.3,934,NA
A,3rd Battalion,Marksman,26,173rd Airborne Brigade,E7,Enlisted,25B,25B,Team Leader,R,3.5,22-25,M,72,185,TRUE,11.5,TRUE,390,70,80,70,100,NA,2:15,135,233,70,43,2:20,11:43,140.5,703,NA
B,1st Battalion,Marksman,23,173rd Airborne Brigade,E3,Enlisted,13B,13B,Squad Leader,P,17.2,36-40,M,70,213,TRUE,17.8,TRUE,360,70,80,60,80,NA,2:19,139,221,70,40,2:47,14:48,166.7,888,NA
C,3rd Battalion,Unqualified,13,173rd Airborne Brigade,E2,Enlisted,31B,31B,Platoon Sergeant,V,2.6,22-25,F,68,161,TRUE,29.3,TRUE,360,70,60,80,80,NA,2:15,135,220,70,27,1:53,14:27,113.4,867,NA
B,1st Battalion,Marksman,24,173rd Airborne Brigade,O4,Officer,25B,25B,Driver,,15.4,36-40,M,71,179,TRUE,16.7,TRUE,360,70,60,70,70,NA,2:21,141,308,90,20,2:25,17:55,145.2,1075,NA
HHC,1st Battalion,Expert,37,173rd Airborne Brigade,E4,Enlisted,35F,35F,Admin,V,12.4,31-35,M,73,226,FALSE,27.1,TRUE,425,70,90,90,80,NA,2:03,123,329,95,54,1:47,14:14,107.3,854,NA
B,3rd Battalion,Sharpshooter,30,173rd Airborne Brigade,E4,Enlisted,31B,31B,Medic,P,16.9,36-40,M,71,170,TRUE,25.6,TRUE,410,60,80,90,80,NA,1:49,109,340,100,48,1:33,14:05,93.2,845,NA
A,2nd Battalion,Marksman,26,173rd Airborne Brigade,E5,Enlisted,92Y,92Y,Platoon Sergeant,,20.8,41+,M,67,204,TRUE,6.6,TRUE,360,80,60,60,100,NA,2:39,159,196,60,22,2:36,12:19,156,739,NA
D,3rd Battalion,Sharpshooter,31,173rd Airborne Brigade,E4,Enlisted,13B,13B,Medic,S,18,36-40,F,69,145,TRUE,26.9,TRUE,375,80,70,70,70,NA,2:44,164,291,85,38,2:14,16:03,134.3,963,NA
C,3rd Battalion,Expert,32,173rd Airborne Brigade,E3,Enlisted,31B,31B,Medic,,6.7,26-30,M,72,171,TRUE,9.9,TRUE,395,80,90,70,70,NA,2:51,171,283,85,57,2:24,16:24,144.3,984,NA
HHC,3rd Battalion,Marksman,25,173rd Airborne Brigade,E4,Enlisted,92Y,92Y,Team Leader,B4,19.8,36-40,M,74,152,TRUE,21.4,TRUE,385,80,80,70,80,NA,2:38,158,255,75,45,2:21,15:34,141.1,934,NA
HHC,1st Battalion,Unqualified,17,173rd Airborne Brigade,E6,Enlisted,35F,35F,Gunner,S,23.6,41+,M,68,190,TRUE,9.3,FALSE,355,70,70,80,70,NA,2:24,144,212,65,39,2:04,17:00,124.5,1020,NA
B,2nd Battalion,Unqualified,14,173rd Airborne Brigade,E3,Enlisted,31B,31B,Platoon Sergeant,R,5.9,26-30,M,73,124,TRUE,24.3,TRUE,395,90,70,60,90,NA,3:07,187,297,85,36,2:52,13:03,172,783,NA
D,3rd Battalion,Sharpshooter,26,173rd Airborne Brigade,E6,Enlisted,35F,35F,Gunner,,10.2,31-35,M,68,185,TRUE,15.5,TRUE,405,70,90,90,60,NA,2:10,130,325,95,50,1:46,18:31,105.8,1111,NA
D,3rd Battalion,Marksman,26,173rd Airborne Brigade,E3,Enlisted,42A,42A,Team Leader,C8,21.2,41+,M,73,213,TRUE,15.6,TRUE,395,90,80,60,80,NA,3:02,182,299,85,46,2:32,15:54,151.6,954,NA
D,2nd Battalion,Sharpshooter,32,173rd Airborne Brigade,E4,Enlisted,35F,35F,Supply Specialist,,3.7,22-25,F,69,121,TRUE,33.4,TRUE,400,80,80,80,80,NA,2:36,156,260,80,49,1:57,15:46,117,946,NA
B,3rd Battalion,Expert,36,173rd Airborne Brigade,E9,Enlisted,11C,11C,Platoon Sergeant,P,14,31-35,M,65,164,TRUE,24.2,TRUE,395,90,60,90,80,NA,3:25,205,245,75,23,1:39,14:28,98.7,868,NA
D,3rd Battalion,Marksman,25,173rd Airborne Brigade,E3,Enlisted,92Y,92Y,Squad Leader,R,6.4,26-30,M,67,142,TRUE,17.8,TRUE,365,60,80,80,70,NA,1:52,112,254,75,44,1:57,16:52,117,1012,NA
C,1st Battalion,Marksman,24,173rd Airborne Brigade,E5,Enlisted,68W,68W,Admin,V,0.5,18-21,M,68,153,TRUE,13.3,FALSE,332,70,70,70,47,NA,2:05,125,242,75,36,2:18,21:06,138.2,1266,NA
C,3rd Battalion,Marksman,21,173rd Airborne Brigade,E4,Enlisted,42A,42A,Driver,R,11.9,31-35,M,66,141,TRUE,20.8,TRUE,390,70,90,60,80,NA,2:20,140,300,90,56,2:48,14:39,167.6,879,NA
C,1st Battalion,Expert,38,173rd Airborne Brigade,E1,Enlisted,11B,11B,Rifleman,C8,17.9,36-40,M,73,164,TRUE,18.4,TRUE,405,70,80,80,90,NA,2:08,128,291,85,41,1:55,13:47,115.4,827,NA
HHC,1st Battalion,Sharpshooter,28,173rd Airborne Brigade,E2,Enlisted,42A,42A,Admin,,12.5,31-35,M,68,217,TRUE,16.2,TRUE,405,100,100,60,80,NA,4:25,265,203,65,64,2:41,16:00,161.1,960,NA
A,3rd Battalion,Marksman,22,173rd Airborne Brigade,E6,Enlisted,25B,25B,Squad Leader,,11.8,31-35,M,66,141,TRUE,10.8,TRUE,370,60,80,70,70,NA,1:37,97,300,90,41,2:29,16:35,148.9,995,NA
B,3rd Battalion,Expert,38,173rd Airborne Brigade,E7,Enlisted,68W,68W,Driver,,19.7,36-40,M,71,183,TRUE,14,TRUE,420,80,90,90,70,NA,2:39,159,304,90,56,1:49,16:02,109,962,NA
C,2nd Battalion,Marksman,22,173rd Airborne Brigade,E2,Enlisted,11C,11C,Squad Leader,,21.1,41+,M,69,207,TRUE,17.7,TRUE,370,90,80,60,70,NA,3:03,183,238,70,45,2:56,17:35,176.1,1055,NA
C,2nd Battalion,Expert,37,173rd Airborne Brigade,E7,Enlisted,92Y,92Y,Supply Specialist,,16.1,36-40,M,73,151,TRUE,14,FALSE,315,40,80,70,60,NA,1:00,60,206,65,47,2:23,18:15,143.1,1095,NA
C,3rd Battalion,Unqualified,19,173rd Airborne Brigade,E8,Enlisted,25U,25U,Rifleman,,24.7,41+,F,63,146,TRUE,13.6,TRUE,375,90,70,70,80,NA,3:17,197,218,65,35,2:25,14:30,145,870,NA
A,3rd Battalion,Sharpshooter,29,173rd Airborne Brigade,E2,Enlisted,11B,11B,Platoon Sergeant,P,8.6,26-30,M,73,177,TRUE,16.4,FALSE,377,90,100,60,70,NA,3:00,180,172,57,60,2:39,17:07,158.7,1027,NA
D,3rd Battalion,Expert,37,173rd Airborne Brigade,E4,Enlisted,92Y,92Y,Rifleman,,17.6,36-40,F,62,144,TRUE,35,TRUE,380,60,90,60,80,NA,1:51,111,312,90,55,2:58,15:18,178.2,918,NA
B,3rd Battalion,Expert,40,173rd Airborne Brigade,E3,Enlisted,92Y,92Y,Medic,,22.7,41+,M,70,223,TRUE,15.4,TRUE,385,90,80,80,60,NA,3:31,211,251,75,40,2:06,18:44,126.3,1124,NA
C,2nd Battalion,Sharpshooter,32,173rd Airborne Brigade,E2,Enlisted,11B,11B,Rifleman,,7.9,26-30,M,73,177,TRUE,14,FALSE,360,55,80,60,90,NA,1:23,83,253,75,42,2:40,13:17,160.5,797,NA
B,3rd Battalion,Sharpshooter,28,173rd Airborne Brigade,E3,Enlisted,25U,25U,Squad Leader,C8,19.3,36-40,F,67,177,TRUE,24.1,FALSE,355,70,70,70,70,95,2:12,132,241,75,36,2:24,16:20,143.5,980,15:00
HHC,2nd Battalion,Marksman,23,173rd Airborne Brigade,E5,Enlisted,25B,25B,Medic,,8.6,26-30,M,65,191,TRUE,14.7,TRUE,385,90,60,70,70,NA,3:41,221,327,95,29,2:18,16:15,137.5,975,NA
B,3rd Battalion,Expert,34,173rd Airborne Brigade,O2,Officer,35F,35F,Admin,R,9.7,26-30,M,71,173,TRUE,21.9,TRUE,370,60,90,60,80,NA,1:59,119,262,80,52,2:34,15:48,153.5,948,NA
A,3rd Battalion,Sharpshooter,26,173rd Airborne Brigade,E5,Enlisted,42A,42A,Gunner,P,7.2,26-30,M,69,208,TRUE,25,TRUE,390,80,80,80,70,NA,2:55,175,272,80,43,2:02,16:11,122.3,971,NA
C,1st Battalion,Expert,37,173rd Airborne Brigade,E4,Enlisted,42A,42A,Admin,,6.2,26-30,M,75,179,TRUE,14.5,FALSE,324,49,60,60,80,NA,1:13,73,243,75,21,2:52,15:15,172.1,915,NA
C,3rd Battalion,Expert,38,173rd Airborne Brigade,E4,Enlisted,13B,13B,Driver,,10.2,31-35,M,74,175,TRUE,10.4,TRUE,380,80,80,60,80,NA,2:48,168,273,80,46,2:30,14:35,150.5,875,NA
D,1st Battalion,Sharpshooter,32,173rd Airborne Brigade,E7,Enlisted,42A,42A,Admin,C8,21.4,41+,M,72,170,TRUE,10.9,FALSE,345,60,70,70,80,NA,1:52,112,218,65,34,2:18,14:28,137.8,868,NA
D,3rd Battalion,Sharpshooter,28,173rd Airborne Brigade,E5,Enlisted,68W,68W,Medic,R,4.1,22-25,M,71,176,TRUE,16.9,TRUE,430,100,100,80,80,NA,4:16,256,236,70,70,1:57,15:45,116.8,945,NA
HHC,3rd Battalion,Expert,35,173rd Airborne Brigade,E4,Enlisted,25U,25U,Admin,,16.5,36-40,M,70,194,TRUE,24,TRUE,405,70,100,80,80,NA,2:06,126,257,75,61,2:04,14:38,124,878,NA
HHC,3rd Battalion,Expert,34,173rd Airborne Brigade,E4,Enlisted,11B,11B,Platoon Sergeant,R,15.3,36-40,M,65,162,TRUE,12.3,TRUE,390,90,80,80,70,NA,3:12,192,230,70,45,2:01,17:37,120.6,1057,NA
HHC,1st Battalion,Marksman,24,173rd Airborne Brigade,E8,Enlisted,92Y,92Y,Squad Leader,,18.8,36-40,M,69,197,TRUE,16.7,FALSE,340,60,70,60,80,NA,1:32,92,222,70,34,2:41,16:00,161.4,960,NA
D,1st Battalion,Marksman,27,173rd Airborne Brigade,E5,Enlisted,88M,88M,Supply Specialist,,24.6,41+,M,72,162,TRUE,19.2,FALSE,347,90,70,60,80,NA,3:02,182,140,47,34,2:37,15:38,157,938,NA
B,3rd Battalion,Marksman,24,173rd Airborne Brigade,E4,Enlisted,42A,42A,Supply Specialist,,12.6,31-35,M,70,174,TRUE,17.7,TRUE,365,60,80,70,80,NA,1:44,104,246,75,40,2:16,15:22,136,922,NA
D,2nd Battalion,Sharpshooter,32,173rd Airborne Brigade,E3,Enlisted,42A,42A,Gunner,,11.8,31-35,M,66,169,TRUE,17.6,TRUE,425,80,90,90,80,NA,2:59,179,280,85,58,1:46,14:57,105.9,897,NA
A,1st Battalion,Expert,33,173rd Airborne Brigade,E3,Enlisted,88M,88M,Rifleman,,23.8,41+,F,71,178,TRUE,25.5,TRUE,390,90,80,70,90,NA,3:01,181,193,60,48,2:18,13:58,138.4,838,NA
HHC,2nd Battalion,Unqualified,12,173rd Airborne Brigade,E3,Enlisted,88M,88M,Driver,,2.3,22-25,M,69,178,TRUE,23.5,FALSE,345,60,90,60,70,NA,1:33,93,211,65,51,2:54,16:01,173.9,961,NA
C,2nd Battalion,Unqualified,16,173rd Airborne Brigade,E7,Enlisted,31B,31B,Rifleman,,11.4,31-35,M,71,113,TRUE,14.7,TRUE,400,90,70,80,80,NA,3:09,189,274,80,34,2:08,15:19,127.9,919,NA
C,1st Battalion,Sharpshooter,32,173rd Airborne Brigade,E2,Enlisted,35F,35F,Supply Specialist,,8.3,26-30,M,73,228,TRUE,15.5,TRUE,365,60,90,70,70,NA,1:53,113,257,75,52,2:28,16:01,147.5,961,NA
A,1st Battalion,Sharpshooter,33,173rd Airborne Brigade,E6,Enlisted,42A,42A,Squad Leader,B4,14.9,31-35,M,70,160,TRUE,20.3,FALSE,378,70,80,70,100,NA,2:19,139,175,58,42,2:21,11:55,141,715,NA
HHC,2nd Battalion,Sharpshooter,31,173rd Airborne Brigade,E4,Enlisted,31B,31B,Admin,,2.2,22-25,M,70,188,TRUE,14.5,TRUE,440,90,100,70,80,NA,3:03,183,340,100,64,2:30,14:16,149.8,856,NA
HHC,3rd Battalion,Marksman,25,173rd Airborne Brigade,E4,Enlisted,19D,19D,Driver,,4.3,22-25,M,69,146,TRUE,24,FALSE,340,60,80,70,60,NA,1:55,115,231,70,41,2:20,18:28,139.9,1108,NA
C,1st Battalion,Expert,39,173rd Airborne Brigade,E2,Enlisted,25U,25U,Admin,,23.7,41+,M,74,230,TRUE,20.5,TRUE,415,90,90,60,90,NA,3:19,199,294,85,58,2:42,13:42,161.7,822,NA
A,1st Battalion,Unqualified,13,173rd Airborne Brigade,E1,Enlisted,19D,19D,Gunner,,8.2,26-30,M,65,173,TRUE,11.1,FALSE,421,90,100,90,56,NA,3:27,207,281,85,60,1:49,20:22,108.7,1222,NA
C,2nd Battalion,Expert,34,173rd Airborne Brigade,E7,Enlisted,31B,31B,Medic,,10.7,31-35,M,70,203,TRUE,16.8,TRUE,365,90,70,60,70,NA,3:40,220,243,75,30,2:36,17:19,156.2,1039,NA
HHC,2nd Battalion,Expert,40,173rd Airborne Brigade,E5,Enlisted,88M,88M,Admin,,13.4,31-35,M,72,203,TRUE,21.6,TRUE,375,90,90,60,70,NA,3:10,190,218,65,53,2:51,16:22,170.8,982,NA
C,2nd Battalion,Sharpshooter,30,173rd Airborne Brigade,E4,Enlisted,11C,11C,Team Leader,,3,22-25,M,70,158,TRUE,17.3,TRUE,365,90,80,60,70,NA,3:12,192,217,65,46,2:51,17:54,171.3,1074,NA
D,1st Battalion,Sharpshooter,30,173rd Airborne Brigade,E3,Enlisted,35F,35F,Platoon Sergeant,B4,7.4,26-30,F,67,166,TRUE,30,TRUE,390,80,80,90,80,NA,2:37,157,180,60,44,1:37,15:28,97.3,928,NA
D,1st Battalion,Marksman,25,173rd Airborne Brigade,E5,Enlisted,25U,25U,Admin,B4,22.7,41+,M,71,197,TRUE,17.5,TRUE,395,90,80,60,80,NA,3:04,184,299,85,43,2:34,14:18,153.7,858,NA
D,2nd Battalion,Expert,38,173rd Airborne Brigade,E6,Enlisted,31B,31B,Gunner,,22.5,41+,F,62,139,TRUE,30.3,TRUE,375,80,80,60,70,NA,2:38,158,296,85,42,2:55,17:06,175,1026,NA
B,3rd Battalion,Sharpshooter,28,173rd Airborne Brigade,E5,Enlisted,11B,11B,Medic,,19.2,36-40,M,70,162,TRUE,14.7,TRUE,410,90,90,60,80,NA,3:11,191,301,90,56,2:36,14:46,155.6,886,NA
D,2nd Battalion,Sharpshooter,29,173rd Airborne Brigade,W1,Warrant,31B,31B,Supply Specialist,B4,16.9,36-40,M,69,162,TRUE,16.6,TRUE,390,90,80,80,80,NA,3:07,187,188,60,44,2:09,15:40,129,940,NA
A,1st Battalion,Marksman,25,173rd Airborne Brigade,E3,Enlisted,11C,11C,Driver,,12.5,31-35,M,70,196,TRUE,17,FALSE,340,50,80,70,70,NA,1:15,75,222,70,41,2:20,18:00,139.6,1080,NA
B,1st Battalion,Sharpshooter,31,173rd Airborne Brigade,E4,Enlisted,88M,88M,Admin,,20.7,41+,M,69,178,TRUE,15.6,TRUE,370,70,80,60,80,NA,2:17,137,273,80,49,2:42,14:13,162.4,853,NA
B,2nd Battalion,Expert,34,173rd Airborne Brigade,E4,Enlisted,13B,13B,Medic,,0,18-21,M,68,141,TRUE,7.5,FALSE,340,70,70,60,70,NA,2:14,134,231,70,38,2:32,16:39,151.9,999,NA
C,1st Battalion,Sharpshooter,31,173rd Airborne Brigade,E6,Enlisted,25B,25B,Team Leader,C8,0.8,18-21,M,68,196,TRUE,24.8,TRUE,385,80,80,70,80,NA,2:39,159,258,75,44,2:16,14:28,136.5,868,NA
HHC,1st Battalion,Unqualified,16,173rd Airborne Brigade,E4,Enlisted,42A,42A,Admin,P,9.2,26-30,M,73,154,FALSE,33.4,TRUE,375,80,100,60,70,NA,2:51,171,216,65,70,2:32,17:55,152.3,1075,NA
C,1st Battalion,Unqualified,14,173rd Airborne Brigade,E7,Enlisted,11C,11C,Admin,,2.1,22-25,M,68,171,TRUE,8.3,FALSE,320,59,80,60,70,NA,1:29,89,152,51,42,2:34,17:29,154.5,1049,NA
A,2nd Battalion,Expert,37,173rd Airborne Brigade,W1,Warrant,88M,88M,Team Leader,,20.1,41+,M,67,180,TRUE,19.2,TRUE,405,70,80,90,80,NA,2:23,143,295,85,45,1:43,14:37,103.1,877,NA
B,1st Battalion,Unqualified,15,173rd Airborne Brigade,O3,Officer,35F,35F,Team Leader,,0.7,18-21,M,74,200,TRUE,16,TRUE,415,90,90,60,90,NA,3:16,196,291,85,56,2:34,13:38,154.4,818,NA
HHC,2nd Battalion,Expert,38,173rd Airborne Brigade,E4,Enlisted,11C,11C,Medic,,5.3,26-30,F,61,150,TRUE,28.1,TRUE,380,80,80,80,70,90,2:41,161,221,70,48,1:59,17:44,119.1,1064,18:30
D,1st Battalion,Expert,34,173rd Airborne Brigade,E3,Enlisted,31B,31B,Team Leader,,17.7,36-40,F,63,151,TRUE,13,FALSE,345,70,70,60,70,NA,2:17,137,252,75,35,2:46,17:33,166.5,1053,NA
A,1st Battalion,Expert,37,173rd Airborne Brigade,E4,Enlisted,68W,68W,Platoon Sergeant,,6.2,26-30,M,77,192,TRUE,23.3,FALSE,376,90,80,70,80,NA,3:20,200,167,56,40,2:15,15:39,135.1,939,NA
D,1st Battalion,Sharpshooter,31,173rd Airborne Brigade,E4,Enlisted,11C,11C,Team Leader,,23.5,41+,M,69,129,TRUE,12.5,TRUE,400,80,100,70,80,NA,2:31,151,222,70,60,2:23,14:18,143.4,858,NA
HHC,1st Battalion,Marksman,25,173rd Airborne Brigade,E3,Enlisted,19D,19D,Team Leader,,12.9,31-35,M,66,181,TRUE,16.8,TRUE,405,70,80,90,90,NA,2:17,137,254,75,46,1:35,13:06,95.1,786,NA
B,3rd Battalion,Sharpshooter,28,173rd Airborne Brigade,O2,Officer,11B,11B,Squad Leader,P,0.5,18-21,F,64,161,TRUE,25,TRUE,395,80,90,70,70,NA,2:42,162,288,85,59,2:21,17:48,141.3,1068,NA
D,1st Battalion,Sharpshooter,34,173rd Airborne Brigade,E1,Enlisted,19D,19D,Team Leader,R,0.6,18-21,M,79,156,TRUE,19,TRUE,425,70,80,80,100,75,2:15,135,335,95,45,1:59,12:45,119,765,24:30
HHC,2nd Battalion,Sharpshooter,28,173rd Airborne Brigade,E4,Enlisted,11C,11C,Medic,V,14.7,31-35,F,62,143,TRUE,25.1,FALSE,342,57,90,60,70,NA,1:25,85,214,65,54,2:48,16:43,168.3,1003,NA
D,1st Battalion,Sharpshooter,32,173rd Airborne Brigade,E4,Enlisted,35F,35F,Supply Specialist,T,4,22-25,M,67,164,TRUE,19.8,TRUE,405,80,100,80,70,NA,2:57,177,256,75,63,2:10,17:09,129.7,1029,NA
C,3rd Battalion,Sharpshooter,33,173rd Airborne Brigade,O2,Officer,11C,11C,Squad Leader,,21.4,41+,M,71,224,TRUE,20.6,TRUE,395,80,90,70,70,NA,2:45,165,284,85,55,2:10,17:23,130.4,1043,NA
A,3rd Battalion,Marksman,27,173rd Airborne Brigade,E6,Enlisted,31B,31B,Team Leader,,7.5,26-30,M,70,185,TRUE,14.4,TRUE,375,80,80,60,70,NA,2:40,160,283,85,44,2:47,17:12,166.6,1032,NA
C,1st Battalion,Expert,32,173rd Airborne Brigade,E4,Enlisted,13B,13B,Squad Leader,R,21.5,41+,M,71,201,TRUE,17.4,FALSE,350,40,100,70,60,NA,1:00,60,272,80,62,2:22,18:03,142.3,1083,NA
C,1st Battalion,Expert,37,173rd Airborne Brigade,E8,Enlisted,31B,31B,Squad Leader,,23.3,41+,M,67,209,TRUE,12.1,TRUE,390,90,100,60,70,NA,3:04,184,227,70,60,2:39,17:44,159.3,1064,NA
HHC,2nd Battalion,Sharpshooter,29,173rd Airborne Brigade,E4,Enlisted,19D,19D,Team Leader,S,22.1,41+,M,71,193,TRUE,15.6,FALSE,350,60,80,60,70,NA,1:48,108,264,80,49,2:55,17:55,174.6,1075,NA
A,2nd Battalion,Sharpshooter,28,173rd Airborne Brigade,E6,Enlisted,31B,31B,Driver,P,0.1,18-21,M,72,164,TRUE,13.3,FALSE,345,80,70,60,70,NA,2:46,166,219,65,39,2:38,16:45,157.5,1005,NA
HHC,3rd Battalion,Sharpshooter,28,173rd Airborne Brigade,E6,Enlisted,31B,31B,Rifleman,,14.3,31-35,M,70,164,TRUE,19.1,TRUE,395,90,90,70,70,NA,3:13,193,258,75,50,2:29,16:49,149.1,1009,NA
